codigo;Chasis;monedaprevision_simec;NUEVO CODIGO SIMEC;NOMBRE EN SIMEC
113;19457;2;2MC01185;TERRA_NORTE_19457
1464;67116;2;2MC01279;TERRA_NOVA_II_B_67116
1465;67115;2;2MC01280;TERRA_NOVA_II_A_67115
216;3127;2;2MC00912;TERRADO_A_3127
217;3128;2;2MC00913;TERRADO_B_3128
493;6872;2;2MC00914;TERRADO_OFICINA_06872
3;10202;2;2MC00915;TERRANOVA_A_10202
4;10203;2;2MC00916;TERRANOVA_B_10203
1235;55493;2;2MC01139;TERRAVERDE_II_55493
1261;57142;2;2MC01229;TERRAZAS_DE_ARANJUEZ_4_57142
1262;57141;2;2MC01228;TERRAZAS_DE_ARANJUEZ_3_57141
1263;57139;2;2MC01226;TERRAZAS_DE_ARANJUEZ_57139
1264;57140;2;2MC01227;TERRAZAS_DE_ARANJUEZ_2_57140
810;29771;2;2MC00917;TESAI_29771
914;29772;2;2MC00918;TESAI_29772
245;35213;2;2MC00919;TIGO_35213
135;21209;2;2MC00920;TIQUIPAYA_21209
558;77237;2;2MC00921;TITAN_A_77237
559;77238;2;2MC00922;TITAN_B_77238
1216;54492;2;2MC01086;TORRE_42_54492
1217;54493;2;2MC01087;TORRE_42_54493
1022;45141;2;2MC00784;QUINTANILLA_45141
7;10231;2;2MC00923;TORRE_ALAMEDA_10231
197;KNF1926;2;2MC00932;TORRE_AMERICA_NORTE_I_KNF1926
198;KNF1927;2;2MC00933;TORRE_AMERICA_NORTE_II_KNF1927
199;KNF1928;2;2MC00934;TORRE_AMERICA_NORTE_III_KNF1928
200;KNF1929;2;2MC00935;TORRE_AMERICA_NORTE_IV_KNF1929
284;3948;2;2MC00924;TORRE_AMERICA_NORTE_A_3948
285;3949;2;2MC00925;TORRE_AMERICA_NORTE_B_3949
286;16813;2;2MC00926;TORRE_AMERICA_NORTE_C_16813
287;3951;2;2MC00927;TORRE_AMERICA_NORTE_D_3951
288;3952;2;2MC00928;TORRE_AMERICA_NORTE_E_3952
289;3953;2;2MC00929;TORRE_AMERICA_NORTE_F_3953
290;3954;2;2MC00930;TORRE_AMERICA_NORTE_G_3954
291;3955;2;2MC00931;TORRE_AMERICA_NORTE_H_3955
32;13370;2;2MC00936;TORRE_AREGON_13370
94;17799;2;2MC00937;TORRE_AUBE_17799
95;17800;2;2MC00938;TORRE_AUBE_17800
339;4647;2;2MC00939;TORRE_AVANTE_A_04647
340;4648;2;2MC00940;TORRE_AVANTE_B_04648
532;74885;2;2MC00941;TORRE_AZUL_A_74885
533;74886;2;2MC00942;TORRE_AZUL_B_74886
647;85798;2;2MC00943;TORRE_BERLIN_85798
988;41700;2;2MC00944;TORRE_BOSTON_41700
1054;43471;2;2MC00945;TORRE_BOSTON_43471
579;79448;2;2MC00946;TORRE_CABA_79448
1133;40519;2;2MC00947;TORRE_DANIEL_B_40519
630;841;2;2MC00948;TORRE_DUBLIN_841
27;12853;2;2MC00949;TORRE_EZENI_12853
1234;55496;2;2MC00950;TORRE_FLORES_55496
1011;44800;2;2MC00951;TORRE_FORTY_44800
1350;59423;2;2MC00952;TORRE_GRAZIA_59423
848;31897;2;2MC00953;TORRE_INDUST_31897
849;31898;2;2MC00954;TORRE_INDUST_31898
1034;44065;2;2MC00955;TORRE_ITALIA_44065
714;91228;2;2MC00956;TORRE_MADRID_91228
1588;76016;2;2MC01332;TORRE_MANHATTAN_76016
22;12285;2;2MC00957;TORRE_MONACO_12285
1268;57301;2;2MC01216;TORRE_MONET_57301
1269;57302;2;2MC01217;TORRE_MONET_57302
634;84629;2;2MC00958;TORRE_NORTE_DEP_A_84629
636;84631;2;2MC00959;TORRE_NORTE_DEP_B_84631
633;84628;2;2MC00960;TORRE_NORTE_OF_A_84628
637;84632;2;2MC00961;TORRE_NORTE_OF_B_84632
635;84630;2;2MC00962;TORRE_NORTE_SERV_84630
1421;64289;2;2MC01281;TORRE_NOVA_A_64289
1422;64290;2;2MC01282;TORRE_NOVA_B_64290
360;5311;2;2MC00966;TORRE_PORTALES_A_5311
361;5312;2;2MC00967;TORRE_PORTALES_B_5312
21;12234;2;2MC00968;TORRE_RIOSINHO_12234
751;94536;2;2MC00969;TORRE_SOCH_94536
127;20099;2;2MC00970;TORRE_SOLERA_A_20099
128;20100;2;2MC00971;TORRE_SOLERA_B_20100
129;20101;2;2MC00972;TORRE_SOLERA_C_20101
1250;56146;2;2MC00974;TORRE_TEMPLANZA_56146
1251;56145;2;2MC00973;TORRE_TEMPLANZA_56145
362;5332;2;2MC00975;TORRE_VERSALLES_A_07951
363;5333;2;2MC00976;TORRE_VERSALLES_B_07952
786;25756;2;2MC00977;TORRE_VIP_25756
787;25757;2;2MC00978;TORRE_VIP_25757
882;34814;2;2MC00979;TORRE_YORK_34814
883;34815;2;2MC00980;TORRE_YORK_34815
421;60260;2;2MC00981;TORRES_60260
283;3679;2;2MC00982;TORRES_BARCELO_3679
8;10233;2;2MC00983;TORRES_BARCELO_TORRE_II_10233
452;65229;2;2MC00984;TORRES_DE_AMERICA_65229
453;65230;2;2MC00985;TORRES_DE_AMERICA_65230
1270;57298;2;2MC01085;TORRES_DE_LA_UNION_57298
256;354;2;2MC00986;TORRES_DEL_NORTE_354
1193;52776;2;2MC01333;TORRES_ORION_BLOQUE_I_52776
1195;52778;2;2MC01170;ORION_BLOQ_II_B_52778
1196;52779;2;2MC01195;ORION_BLOQ_III_52779
187;25015;2;2MC00987;TORRES_PRAGA_A_25015
188;25016;2;2MC00988;TORRES_PRAGA_B_25016
693;89940;2;2MC00989;TORRES_RIVERO_NORTE_A_89940
694;89941;2;2MC00990;TORRES_RIVERO_NORTE_B_89941
695;89942;2;2MC00991;TORRES_RIVERO_SUD_A_89942
696;89943;2;2MC00992;TORRES_RIVERO_SUD_B_89943
1245;55869;2;2MC01284;TORRES_VENTURA_B_55869
1246;55871;2;2MC01285;TORRES_VENTURA_D_55871
1247;55868;2;2MC01286;TORRES_VENTURA_A_55868
1248;55870;2;2MC01287;TORRES_VENTURA_C_55870
1510;70962;2;2MC01334;TORRES_VENTURA_II_A_70962
1511;70963;2;2MC01335;TORRES_VENTURA_II_B_70963
422;6122;2;2MC00993;TORRICO_6122
499;70250;2;2MC00994;TOSCANA_70250
830;30366;2;2MC00995;TRAMONTO_30366
423;6146;2;2MC00996;TRIAL_06146
850;32025;2;2MC00998;TRINIDAD_IV_32025
851;32024;2;2MC00997;TRINIDAD_IV_32024
1090;45570;2;2MC00999;TRIVENTO_45570
1091;45571;2;2MC01000;TRIVENTO_45571
1454;66919;2;2MC01308;TUNARI_B_66919
1455;66918;2;2MC01307;TUNARI_A_66918
538;75856;2;2MC01001;UCB_A_75856
539;75857;2;2MC01002;UCB_B_75857
540;75858;2;2MC01003;UCB_C_75858
391;56472;2;2MC01004;UCB_POSTGRADO_56472
16;11395;2;2MC01005;UDABOL_11395
537;75850;2;2MC01006;ULDA_ATALA_75850
236;34917;2;2MC01007;ULISES_34917
707;90465;2;2MC01008;UMSS_ECO_NORESTE_90465
706;90464;2;2MC01009;UMSS_ECO_NORESTE_90464
704;90462;2;2MC01010;UMSS_ECO_SUDESTE_90462
705;90463;2;2MC01011;UMSS_ECO_SUDESTE_90463
645;85761;2;2MC01012;UMSS_MEDICINA_NORTE_85761
646;85762;2;2MC01013;UMSS_MEDICINA_SUD_85762
374;5385;2;2MC01014;UMSS_ODONTO_5385
162;22675;2;2MC01016;UMSS_POSTGRADO_ECO_22675
1178;33956;2;2MC01017;UNASUR_33956
1179;33974;2;2MC01020;UNASUR_33974
1180;33975;2;2MC01021;UNASUR_33975
1181;33976;2;2MC01022;UNASUR_33976
1183;33973;2;2MC01019;UNASUR_33973
1199;33957;2;2MC01018;UNASUR_33957
381;54192;2;2MC01023;UNION_54192
1529;72660;2;2MC01219;UNITEPC_72660
771;25927;2;2MC01024;UPAL_25927
995;42022;2;2MC01025;UPAL_B_42022
1142;51064;2;2MC01191;UPAL_LADO_C_51064
1394;62832;2;2MC01192;UPAL_LADO_D_62832
1438;65745;2;2MC01288;UPB_II_65745
1256;57135;2;2MC01026;UPB_57135
1257;57136;2;2MC01027;UPB_57136
490;68582;2;2MC01028;URANIA_68582
1323;58557;2;2MC01116;VILLA_OLIMPICA_II_B_CLAYA_58557
1324;58556;2;2MC01117;VILLA_OLIMPICA_II_B_CLAYA_58556
575;79250;2;2MC01035;V_&_V_79250
638;84887;2;2MC01036;V_&_V_II_84887
114;19458;2;2MC01029;V&V_SANTA_ANA_CALACALA_19458
115;19459;2;2MC01030;V&V_SANTA_ANA_CALACALA_19459
242;350;2;2MC01031;V&V_SANTA_CRUZ_A_350
244;351;2;2MC01032;V&V_SANTA_CRUZ_B_351
669;8774;2;2MC01033;V&V_UYUNI_A_8774
670;8775;2;2MC01034;V&V_UYUNI_B_8775
1241;55669;2;2MC01220;VALENCIA_55669
1237;55558;2;2MC01289;VALLE_DEL_SARCO_II_A_55558
1238;55559;2;2MC01290;VALLE_DEL_SARCO_II_B_55559
1239;55560;2;2MC01291;VALLE_DEL_SARCO_II_C_55560
1515;72117;2;2MC01221;VANTAGE_RESOL_72117
823;28191;2;2MC01037;VARGAS_28191
535;75337;2;2MC01038;VASQUEZ_75337
1395;62822;2;2MC01101;VATICANO_62822
788;24225;2;2MC01039;VEDRA_24225
181;24224;2;2MC01040;VENECIA_24224
1321;58559;2;2MC01154;VILLA_OLIMPICA_II_B_ESTRUTEC_58559
1322;58558;2;2MC01145;VILLA_OLIMPICA_B_ESTRUTEC_58558
1508;70872;2;2MC01292;VENGADORES_70872
562;77267;2;2MC01041;VENTURA_77267
395;57569;2;2MC01042;VENUS_57569
396;57570;2;2MC01043;VENUS_57570
487;68541;2;2MC01044;VERONICA_V_A_68541
488;68542;2;2MC01045;VERONICA_V_B_68542
908;35731;2;2MC01046;VEZLA_35731
608;82423;2;2MC01048;VICTORIA_82423
605;82202;2;2MC01047;VICTORIA_1500_82202
343;4780;2;2MC01049;VIENA_4780
547;76420;2;2MC01056;VILLA_PROVENZA_A_76420
548;76421;2;2MC01057;VILLA_PROVENZA_B_76421
406;58249;2;2MC01058;VILLA_REAL_58249
530;74855;2;2MC01059;VILLARROEL_A_74855
531;74856;2;2MC01060;VILLARROEL_B_74856
814;24287;2;2MC01061;VIRG_DE_FATIMA_24287
954;39957;2;2MC01062;VIRG_DE_GUADALUPE_39957
478;67896;2;2MC01063;VIRG_DEL_CARMEN_67896
1460;67076;2;2MC01293;VIRG_DEL_SOCAVON_67076
729;92875;2;2MC01064;VIRGINIA_92875
353;51808;2;2MC01065;VIRGINIAS_HOTEL_51808
1123;50071;2;2MC01066;VIRREIRA_50071
1294;58295;2;2MC01294;VISTA_VERDE_BLOQ_I_58295
1295;58296;2;2MC01295;VISTA_VERDE_BLOQ_I_58296
1298;58075;2;2MC01296;VISTA_VERDE_BLOQ_II_58075
1296;58294;2;2MC01297;VISTA_VERDE_BLOQ_III_58294
1297;58293;2;2MC01298;VISTA_VERDE_BLOQ_III_58293
1299;58260;2;2MC01299;VISTA_VERDE_BLOQ_IV_58260
1300;58259;2;2MC01300;VISTA_VERDE_BLOQ_IV_58259
379;54048;2;2MC01067;VIVA_54048
1064;45924;2;2MC01068;VIVALDI_A_45924
1065;45925;2;2MC01069;VIVALDI_B_45925
1550;74357;2;2MC01225;VIVIENDA_MUÑOZ_74357
373;53743;2;2MC01070;VIZCAYA_53743
818;24286;2;2MC01071;VLADIMIR_VARGAS_24286
803;29019;2;2MC01072;VYV_NUR_BLOQI_29019
802;29020;2;2MC01073;VYV_NUR_BLOQII_29020
977;41511;2;2MC01074;WENBRENDANTHY_41511
28;13172;2;2MC01075;WEST_TOWER_A_13172
29;13173;2;2MC01076;WEST_TOWER_B_13173
281;3677;2;2MC01077;WILLY_VINAYA_3677
520;73636;2;2MC01078;WISTUPIKU_73636
1419;64246;2;2MC01236;ZAFIRO_64246
90;17543;2;2MC01079;ZARATE_17543
1614;80450;2;2MC01336;ZENCITY_80450
477;6760;2;2MC01080;ZUNNY_6760
491;68583;2;2MC01081;ZURICH_68583
492;68584;2;2MC01082;ZURICH_68584
